delta_weights,wt_precision,num_samples_processed,avg_num_tokens_generated,average_first_token_latency,average_other_token_latency,total_execution_time,average_execution_time,output_file,num_open,num_close,open_type_accuracy_percentage,open_type_accuracy_correct,open_type_accuracy_total,close_type_accuracy_percentage,close_type_accuracy_correct,close_type_accuracy_total
vqa_rad,fp32,451,4.9445676274944566,0.3427318876439875,0.08345277914219017,327.9678409099579,0.7272014210863811,eval_results_vqa_rad_fp32.jsonl,200,251,35.00%,70,200,55.38%,139,251
vqa_rad,int8,451,4.911308203991131,0.47142091558672106,0.09947190634049836,401.97604513168335,0.8912994348817813,eval_results_vqa_rad_int8.jsonl,200,251,34.50%,69,200,56.97%,143,251
vqa_rad,int4,451,4.594235033259423,0.49399765420647257,0.1053168579313243,413.3747308254242,0.9165736825397433,eval_results_vqa_rad_int4.jsonl,200,251,34.50%,69,200,62.55%,157,251
ckpt2,fp32,451,44.669623059866964,0.3308239173466245,0.07860594905088532,1814.3252189159393,4.0228940552459855,eval_results_ckpt2_fp32.jsonl,200,251,15.00%,30,200,67.33%,169,251
ckpt2,int8,451,45.15521064301552,0.23794392101516215,0.05884703794954663,1397.6393356323242,3.0989785712468385,eval_results_ckpt2_int8.jsonl,200,251,13.50%,27,200,69.32%,174,251
ckpt2,int4,451,42.62749445676275,0.23430531569436489,0.05175360845022432,1183.0977506637573,2.6232766090105484,eval_results_ckpt2_int4.jsonl,200,251,12.00%,24,200,65.74%,165,251
